"Code d'organisme";"Nom d'organisme officiel";"Code organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Nom du directeur";"Prénom du directeur";"Appellation";"Titre de l'intervenant";"Circonscription électorale provinciale";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Région administrative";"Latitude";"Longitude";"Municipalité de l'adresse géographique";"Français";"Anglais";
"279501";"École Plein Soleil (Association coopérative)";"279500";"mjmayrand@pleinsoleil.qc.ca";"www.pleinsoleil.qc.ca";"3";"Privé";"Installation";"8195698359";"0022";"(819) 569-3979";"Mayrand";"22";"Mme.";"Directrice";"110";"J1H1E5";"300, rue de Montréal";"5";"45.397";"-71.888";"5";"Oui";"Non";
"763216";"École Pointe-Claire";"763000";"direction.pointe-claire@csmb.qc.ca";"";"3";"Public";"École";"5148554245";"";"(514) 694-6514";"Bitsch-Galipeau";"Roger";"M.";"Directeur";"46";"H9R2A7";"93, rue Douglas Shand";"6";"45.454";"-73.837";"52";"Oui";"Non";
"824214";"École Pointe-Lévy";"824000";"pointe-levy@csnavigateurs.qc.ca";"www.pointe-levy.qc.ca";"4";"Public";"École";"4188388402";"";"(418) 838-8480";"13";"Luc";"M.";"Directeur";"64";"G6V6P5";"55, rue des Commandeurs";"12";"46.825";"-71.15";"8";"Oui";"Non";
"863037";"École Pointe-Olivier";"863000";"eppointeolivier@csdhr.qc.ca";"olivier.e.csdhr.qc.ca/";"3";"Public";"École";"4506582015";"";"(450) 658-9885";"Huard";"36";"M.";"Directeur";"18";"J3L6A3";"278, chemin des Patriotes";"16";"45.447";"-73.289";"STMathias-sur-Richelieu";"Oui";"Non";
"831100";"École Poly-Jeunesse";"831000";"poly-jeunesse@cslaval.qc.ca";"";"4";"Public";"École";"4506627000";"3900";"(450) 662-6703";"Pigeon";"33";"M.";"Directeur";"108";"H7P4K6";"3578, boulevard Sainte-Rose";"13";"45.56";"-73.79";"2";"Oui";"Non";
"831440";"École Polymécanique de Laval";"831000";"polymecanique@cslaval.qc.ca";"www.cslaval.qc.ca/Polymecanique/";"8";"Public";"Centre de formation prof.";"4506627000";"2699";"(450) 661-8159";"Toutant";"25";"M.";"Directeur";"75";"H7E2R3";"4095, boulevard Lévesque Est";"13";"45.624";"-73.686";"2";"Oui";"Non";
"976002";"École Polytechnique de Montréal";"976999";"communications@polymtl.ca";"www.polymtl.ca/";"64";"Sans objet";"Université";"5143404711";"";"(514) 340-3213";"";"";"";"";"84";"H3T1J4";"C.P.6079, succursale  Centre-ville";"6";"45.502";"-73.621";"0";"Oui";"Non";
"724002";"École polyvalente Arvida";"724000";"poly-arvida@csjonquiere.qc.ca";"www.csjonquiere.qc.ca/parv/";"4";"Public";"École";"4185483113";"2025";"(418) 548-3119";"18";"Esther";"Mme.";"Directrice";"52";"G7S3G4";"2215, boulevard Mellon Jonquière";"2";"48.423";"-71.222";"7";"Oui";"Non";
"853001";"École polyvalente Curé-Mercure";"853000";"pcm@cslaurentides.qc.ca";"www.cslaurentides.qc.ca/Ecole/curemercure/Accueil.htm";"4";"Public";"École";"8194253743";"";"(819) 425-3352";"Vaillancourt";"16";"Mme.";"Directeur";"53";"J8E2T3";"700, boulevard Docteur-Gervais";"15";"46.158";"-74.622";"MTTremblant";"Oui";"Non";
"783001";"École polyvalente de la Forêt";"783000";"laforet@csharricana.qc.ca";"www.csharricana.qc.ca/secondaire/laforet/index.html";"7";"Public";"École";"8197323221";"";"(819) 732-0253";"Albert";"0";"M.";"directeur";"1";"J9T2H8";"850, 1re Rue Est";"8";"48.573";"-78.107";"30";"Oui";"Non";
"771033";"École Polyvalente de l'Érablière";"771000";"erabliere@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/erabliere";"4";"Public";"École";"8195612320";"";"(819) 561-9058";"36";"27";"Mme.";"Directrice";"37";"J8V1J6";"500, rue de Cannes";"7";"45.508";"-75.76";"3";"Oui";"Non";
"813022";"École polyvalente de Paspébiac";"813000";"paspebiac@csrl.net";"www.csrl.qc.ca";"4";"Public";"École";"4187523395";"2000";"(418) 752-7106";"Nicol";"Sandra";"Mme.";"Direction d'école";"13";"G0C2K0";"158, 9e Rue Case postale 6000";"11";"48.611";"-64.303";"Paspébiac";"Oui";"Non";
"811002";"École Polyvalente des Îles";"811000";"";"www.csdesiles.qc.ca/epi/";"4";"Public";"École";"4189865511";"";"(418) 986-6791";"Vigneau";"Élise";"Mme.";"Directrice";"45";"G4T3R7";"30, chemin de la Martinique L'Étang-du-Nord";"11";"47.247";"-61.975";"69";"Oui";"Non";
"853028";"École polyvalente des Monts";"853000";"polydesmonts@cslaurentides.qc.ca";"";"4";"Public";"École";"8193263522";"";"(819) 326-1202";"Vaillancourt";"Lorraine";"Mme.";"Directeur";"11";"J8C2T6";"101, rue Légaré";"15";"46.044";"-74.271";"65";"Oui";"Non";
"724014";"École polyvalente Jonquière";"724000";"poly-jonquiere@csjonquiere.qc.ca";"www.csjonquiere.qc.ca/etablissements/ecoles-secondaires/jonquiere/index.html";"4";"Public";"École";"4185475781";"2125";"(418) 547-5785";"39";"Mario";"M.";"Directeur";"52";"G7S5T2";"3450, boulevard du Royaume Jonquière";"2";"48.423";"-71.222";"7";"Oui";"Non";
"714023";"École polyvalente La Pocatière";"714000";"direc.polypoc@cskamloup.qc.ca";"";"4";"Public";"École";"4188562413";"2020";"(418) 856-2058";"Beauvais";"Yannick";"M.";"Directeur d'école";"28";"G0R1Z0";"950, 12e Avenue Case postale 1147";"1";"46.737";"-70.579";"43";"Oui";"Non";
"872069";"École Polyvalente La Samare";"872000";"lasamare@csbf.qc.ca";"www.csbf.qc.ca/ecoles/s01_ecole069.asp?ecoleID=52";"6";"Public";"École";"8193623226";"";"";"Béliveau";"Danielle";"Mme.";"Directrice";"5";"G6L1E1";"1159, rue Saint-Jean";"17";"46.174";"-71.873";"Plessisville";"Oui";"Non";
"852059";"École polyvalente Lavigne";"852000";"";"www.csrdn.qc.ca/ecole2.asp?ID=262";"4";"Public";"École";"4505628841";"";"(450) 562-4085";"Falardeau";"0";"M.";"Directeur";"4";"J8H1W9";"452, avenue d'Argenteuil";"15";"45.652";"-74.334";"45";"Oui";"Non";
"771035";"École Polyvalente Le Carrefour";"771000";"carrefour@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/carrefour/";"4";"Public";"École";"8195689012";"";"(819) 568-6399";"Rioux";"27";"Mme.";"Directrce d'école";"20";"J8T3N2";"50, chemin de la Savane";"7";"45.476";"-75.676";"3";"Oui";"Non";
"813012";"École polyvalente Monseigneur Sévigny";"813000";"mgrsevigny@csrl.net";"www.csrl.qc.ca";"4";"Public";"École";"4186892233";"1000";"(418) 689-3261";"Albert";"Magalie";"Mme.";"";"13";"G0C1K0";"155, rue Monseigneur Ross Case postale 1118";"11";"48.611";"-64.303";"Chandler";"Oui";"Non";
"771022";"École Polyvalente Nicolas-Gatineau";"771000";"nicolas-gatineau@csdraveurs.qc.ca";"www.csdraveurs.qc.ca/ng";"6";"Public";"École";"8196639241";"";"(819) 663-5513";"Bourbonnais";"Stéphanie";"Mme.";"Directrice";"20";"J8P6K7";"360, boulevard La Vérendrye Est";"7";"45.521";"-75.63";"3";"Oui";"Non";
"852010";"École polyvalente Saint-Jérôme";"852000";"";"www.psj.csrdn.qc.ca/";"4";"Public";"École";"4504364330";"";"(450) 436-9448";"Bourdeau";"13";"Mme.";"Directrice";"104";"J7Z1J6";"535, rue Filion";"15";"45.794";"-73.989";"15";"Oui";"Non";
"854017";"École Polyvalente Saint-Joseph";"854000";"millaire.claudine@cspn.qc.ca";"";"4";"Public";"École";"8196234113";"7302";"(819) 623-5545";"Ducharme";"27";"Mme.";"Directrice";"53";"J9L2C9";"565, rue de la Montagne";"15";"46.552";"-75.466";"MTLaurier";"Oui";"Non";
"284501";"École prématernelle et maternelle Montessori de Beauport";"284500";"suzanne_corriveau2005@hotmail.com";"";"1";"Privé";"Installation";"4186602613";"";"(418) 661-4778";"Corriveau";"Suzanne";"Mme.";"Directrice";"78";"G1E2J7";"50, avenue des Cascades";"3";"46.854";"-71.208";"1";"Oui";"Non";
"283501";"École prématernelle-maternelle Montessori (Ancienne-Lorette)";"283500";"marleblond@videotron.ca";"";"1";"Privé";"Installation";"4188717728";"";"";"Bernard";"15";"Mme.";"Directrice";"56";"G2E5A6";"5121, boulevard Chauveau";"3";"46.808";"-71.364";"1";"Oui";"Non";
"288501";"École première Mesifta du Canada";"288500";"racb@me.com";"";"7";"Privé";"Installation";"5147381738";"";"(514) 738-9963";"Buchinger";"Chesky";"M.";"DIrecteur";"79";"H3S1C6";"2355, avenue Ekers";"6";"45.516";"-73.629";"0";"Oui";"Non";
"851205";"École Prés fleuris";"851000";"presfleuris@cssmi.qc.ca";"www.cssmi.qc.ca/etablissements/pres-fleuris/";"3";"Public";"École";"4504348656";"";"(450) 475-7863";"Méthot";"Annette";"Mme.";"Directrice d'école";"76";"J7N2B2";"15074, rue de Saint-Augustin";"15";"45.711";"-74.089";"49";"Oui";"Non";
"864048";"École Préville";"864000";"preville@csmv.qc.ca";"educ.csmv.qc.ca/preville/";"3";"Public";"École";"4506712662";"";"(450) 671-0759";"De Champlain";"Karen";"Mme.";"Directrice de l'école primaire Préville";"58";"J4S1M8";"139, rue d'Alsace";"16";"45.483";"-73.507";"55";"Oui";"Non";
"852007";"École Prévost";"852000";"";"www.csrdn.qc.ca/ecole2.asp?ID=286";"3";"Public";"École";"4504385603";"";"(450) 438-6525";"Fauvel";"Dominic";"M.";"Directeur";"104";"J7Y1V8";"85, rue Lauzon";"15";"45.767";"-74.015";"15";"Oui";"Non";
"888002";"École primaire Allion";"888000";"";"allion.lbpsb.qc.ca";"3";"Public";"École";"5145952040";"";"(514) 595-2112";"Di Iorio";"Carmela";"Mme.";"Directrice d'école primaire";"67";"H8P2N9";"140, 9e Avenue";"6";"45.426";"-73.601";"46";"Non";"Oui";
"881014";"École primaire anglophone de la Mauricie";"881000";"";"www.cqsb.qc.ca/mees";"3";"Public";"École";"8193767676";"";"(819) 373-8721";"MacDougall";"Elana";"Mme.";"Directrice";"115";"G9A1C2";"1241, rue Nicolas-Perrot";"4";"46.328";"-72.567";"6";"Non";"Oui";
"885151";"École primaire Arundel";"885000";"arundel@swlauriersb.qc.ca";"www.swlauriersb.qc.ca/schools/arundel/";"3";"Public";"École";"8196879159";"";"(819) 687-2313";"Celestino";"11";"Mme.";"Directrice";"4";"J0T1A0";"5, rue School";"15";"45.971";"-74.608";"Arundel";"Non";"Oui";
"883001";"École primaire Asbestos-Danville-Shipton";"883000";"bachandj@etsb.qc.ca";"ads.etsb.qc.ca/";"3";"Public";"École";"8198392352";"";"(819) 839-2352";"Stairs";"Anne";"Mme.";"Directrice";"92";"J0A1A0";"217, rue Water";"5";"45.785";"-72.012";"Danville";"Non";"Oui";
"888003";"École primaire Beacon Hill";"888000";"";"www2.centra.ca/pages/beaconhill";"3";"Public";"École";"5146953301";"";"(514) 695-9487";"Delage";"Patrice";"M.";"Directeur";"46";"H9W2Z3";"170, Allée Alton";"6";"45.434";"-73.848";"31";"Non";"Oui";
"888004";"École primaire Beechwood";"888000";"";"beechwood.lbpsb.qc.ca";"3";"Public";"École";"5146263484";"";"(514) 626-5547";"Hayter";"Nicholas";"M.";"Directeur d'école primaire";"95";"H9A1L4";"13155, rue Shelborne";"6";"45.494";"-73.835";"Pierrefonds";"Non";"Oui";
"888050";"École primaire Birchwood";"888000";"";"";"3";"Public";"École";"5147988757";"";"";"Turner";"Coleen";"Mme.";"Directeur d'école primaire";"111";"J7T1Z4";"1325 rue Jolicoeur";"16";"45.434";"-74.153";"STLazare";"Non";"Oui";
"884012";"École primaire Boucherville";"884000";"";"";"3";"Public";"École";"4506551603";"";"(450) 655-7980";"Jordan";"Jim";"M.";"";"77";"J4B3K1";"800, rue du Père-Le Jeune";"16";"45.594";"-73.418";"27";"Non";"Oui";
"886011";"École primaire Buckingham";"886000";"buckingham@wqsb.qc.ca";"www.wqsb.qc.ca/Schools/buckingh_fr.htm";"7";"Public";"École";"8199863191";"";"(819) 986-3281";"Payne";"Dodie";"Mme.";"Directeur";"85";"J8L2E1";"615, rue George";"7";"45.56";"-75.448";"3";"Non";"Oui";
"883003";"École primaire Butler";"883000";"spencerc@etsb.qc.ca";"butler.etsb.qc.ca/";"7";"Public";"École";"4502482090";"2";"(450) 248-7065";"Morgan";"Christopher";"M.";"Directeur";"17";"J0J1A0";"19, rue Rix";"16";"45.141";"-73.126";"Bedford";"Non";"Oui";
"886015";"École primaire Chelsea";"886000";"chelsea@wqsb.qc.ca";"www.wqsb.qc.ca/Schools/chelsea_fr.htm";"3";"Public";"École";"8198270245";"";"(819) 827-0622";"Price";"Judy";"Mme.";"Directrice";"37";"J0X1N0";"74, chemin Old Chelsea Case postale 450";"7";"45.421";"-72.158";"Chelsea";"Non";"Oui";
"888009";"École primaire Children's World Academy";"888000";"";"www.lbpsb.qc.ca/~cwa";"3";"Public";"École";"5145952043";"";"(514) 595-2113";"Estok";"David";"M.";"Directeur école primaire";"67";"H8N1J4";"2241, rue Ménard";"6";"45.447";"-73.631";"46";"Non";"Oui";
"888010";"École primaire Christmas Park";"888000";"";"www.novalink.ca/cpark";"3";"Public";"École";"5146950651";"";"(514) 695-0652";"Lombardo-Reichert";"Bernadette";"Mme.";"Directrice d'école primaire";"46";"H9W4B7";"422, boulevard Beaconsfield";"6";"45.434";"-73.848";"31";"Non";"Oui";
"888080";"École primaire Clearpoint";"888000";"";"";"3";"Public";"École";"5147980792";"";"(514) 695-3480";"Chua-Wilson";"Rachel";"Mme.";"Directrice d'école primaire";"46";"H9S4X9";"17, avenue Cedar";"6";"45.447";"-73.732";"52";"Non";"Oui";
"885152";"École primaire Crestview";"885000";"crestview@swlauriersb.qc.ca";"www.swlauriersb.qc.ca/schools/crestview/";"3";"Public";"École";"4506816703";"";"(450) 681-6110";"Goyetche";"Mary-Helen";"Mme.";"Directrice";"26";"H7W4C7";"750, avenue Devonshire";"13";"45.53";"-73.752";"2";"Non";"Oui";
"883002";"École primaire d'Ayer's Cliff";"883000";"bonina@etsb.qc.ca";"ayerscliff.etsb.qc.ca/";"3";"Public";"École";"8198384983";"";"(819) 838-1385";"Springate";"Del";"Mme.";"Directrice";"83";"J0B1C0";"952, rue Sanborn";"5";"45.926";"-74.137";"Ayer's Cliff";"Non";"Oui";
"883005";"École primaire de Cookshire";"883000";"johnsonl@etsb.qc.ca";"cookshire.etsb.qc.ca/";"3";"Public";"École";"8198753785";"";"(819) 875-1168";"Macleod";"Cora";"Mme.";"Directrice";"73";"J0B1M0";"95, rue du Parc";"5";"45.926";"-74.137";"Cookshire-Eaton";"Non";"Oui";
"713006";"École primaire de Dégelis";"713000";"desbiensp@csfl.qc.ca";"";"3";"Public";"École";"4188542743";"";"(418) 853-3921";"Bois";"25";"M.";"Directeur";"94";"G5T1L3";"383, avenue Principale";"1";"47.62";"-68.556";"Dégelis";"Oui";"Non";
"883006";"École primaire de Drummondville";"883000";"cabanamp@etsb.qc.ca";"drummondville.etsb.qc.ca/";"3";"Public";"École";"8194748563";"";"(819) 474-5613";"Cabana";"Marie-Pier";"Mme.";"Directrice";"32";"J2B2J5";"1050, rue Chabanel";"17";"45.863";"-72.507";"14";"Non";"Oui";
"741008";"École primaire d'éducation internationale";"741000";"epie@csduroy.qc.ca";"epei.csduroy.qc.ca";"3";"Public";"École";"8198401549";"";"(819) 840-1930";"Ayotte";"33";"M.";"Directeur";"115";"G9A5L2";"2750, boulevard des Forges";"4";"46.328";"-72.567";"6";"Oui";"Non";
"883007";"École primaire de Farnham";"883000";"rhicardcy@etsb.qc.ca";"www.etsb.qc.ca/farnham/default.htm";"7";"Public";"École";"4502936087";"";"(450) 293-2952";"Morgan";"Christopher";"M.";"Directeur";"17";"J2N1P4";"425, rue Saint-Joseph";"16";"45.275";"-72.987";"Farnham";"Non";"Oui";
"882015";"École Primaire de Gaspé";"882000";"ges.admin@essb.qc.ca";"";"3";"Public";"École";"4183682259";"";"(418) 368-2261";"Boyle";"Beryl";"Mme.";"Directrice";"36";"G4X1S4";"234, rue Monseigneur Leblanc";"11";"48.902";"-64.475";"41";"Non";"Oui";
"883010";"École primaire de Lennoxville";"883000";"marrotteb@etsb.qc.ca";"lennoxville.etsb.qc.ca/";"3";"Public";"École";"8195695103";"";"(819) 569-5104";"Irving";"Dawn";"Mme.";"Directrice";"100";"J1M2A6";"1, rue Academy";"5";"45.379";"-71.851";"5";"Non";"Oui";
"881011";"École primaire de l'Everest";"881000";"";"www.cqsb.qc.ca/everest";"3";"Public";"École";"4186888229";"";"(418) 688-8255";"Joycey";"Philip";"M.";"Directeur";"118";"G1P2T3";"2280, rue Laverdière";"3";"46.819";"-71.325";"1";"Non";"Oui";
"741092";"École primaire de Louiseville";"741000";"slouis@csduroy.qc.ca";"";"3";"Public";"École";"8198404325";"";"(819) 228-1318";"Nicol";"15";"Mme.";"Directrice";"70";"J5V1C2";"60, avenue Saint-Jacques";"4";"46.256";"-72.942";"Louiseville";"Oui";"Non";
"883011";"École primaire de Mansonville";"883000";"gravest@etsb.qc.ca";"teacherweb.com/QC/MansonvilleElementarySchool/HomePage/sdhp1.aspx";"7";"Public";"École";"4502925622";"";"(450) 292-0174";"Chartrand";"27";"Mme.";"Directrice";"83";"J0E1X0";"5, rue Marion Atwell";"5";"45.437";"-72.885";"Potton";"Non";"Oui";
"885162";"École primaire de Morin-Heights";"885000";"cstpierre@swlauriersb.qc.ca";"www.swlauriersb.qc.ca/schools/morinheights/";"3";"Public";"École";"4502262017";"";"(450) 226-2018";"31";"Christian";"M.";"Directeur";"4";"J0R1H0";"647, rue du Village";"15";"45.814";"-74.183";"Morin-Heights";"Non";"Oui";
"883012";"École primaire de North Hatley";"883000";"loachv@etsb.qc.ca";"northhatley.etsb.qc.ca/";"3";"Public";"École";"8198422491";"";"(819) 842-2491";"Gregoire";"Nicole";"Mme.";"Directrice";"83";"J0B2C0";"110, rue School";"5";"45.926";"-74.137";"North Hatley";"Non";"Oui";
"881009";"École primaire de Portneuf";"881000";"";"www.cqsb.qc.ca/pes";"3";"Public";"École";"4182852313";"";"(418) 285-2371";"21";"Linda";"Mme.";"";"88";"G0A1L0";"35, rue Richard";"3";"46.819";"-71.969";"Cap-Santé";"Non";"Oui";
"885165";"École primaire de Rawdon";"885000";"jethier@swlauriersb.qc.ca";"www.swlauriersb.qc.ca/schools/rawdon/";"3";"Public";"École";"4508342427";"";"(450) 834-6364";"Ethier";"16";"Mme.";"Directrice";"98";"J0K1S0";"4121, rue Queen";"14";"46.082";"-73.187";"Rawdon";"Non";"Oui";
"823036";"École primaire de Sainte-Justine";"823000";"primaire.ste-justine@csbe.qc.ca";"";"3";"Public";"École";"4182265541";"7137";"(418) 383-5134";"32";"Cindy M";"Mme.";"Directrice";"9";"G0R1Y0";"200, rue Bédard  ";"12";"46.737";"-70.579";"STEJustine";"Oui";"Non";
"883016";"École primaire de Sawyerville";"883000";"lowryj@etsb.qc.ca";"sawyerville.etsb.qc.ca/";"3";"Public";"École";"8198892263";"";"(819) 889-1114";"Humphrey";"Norma";"Mme.";"Directrice";"73";"J0B3A0";"51, rue Cookshire";"5";"45.926";"-74.137";"Cookshire-Eaton";"Non";"Oui";
"883017";"École primaire de Sherbrooke";"883000";"dohlerd@etsb.qc.ca";"www.etsb.qc.ca/sherbrooke/default.htm";"3";"Public";"École";"8195623515";"";"(819) 563-3234";"Christodoulopoulos";"Anastasia";"Mme.";"Directrice";"110";"J1J3R1";"242, rue Ontario";"5";"45.398";"-71.913";"5";"Non";"Oui";
"883020";"École primaire de Sutton";"883000";"sherrerh@etsb.qc.ca";"www.sutton.csvdc.qc.ca/";"3";"Public";"École";"4505382318";"";"(450) 538-4286";"Lemaire";"20";"Mme.";"Directrice";"17";"J0E2K0";"19, rue Highland";"16";"45.437";"-72.885";"Sutton";"Non";"Oui";
"881008";"École primaire de Valcartier";"881000";"";"www.cqsb.qc.ca/ves";"3";"Public";"École";"4188442233";"";"(418) 844-2196";"Carpentier";"18";"Mme.";"Directrice";"56";"G0A4S0";"1748, boulevard Valcartier";"3";"46.819";"-71.969";"STGabriel-de-Valcartier";"Non";"Oui";
"883021";"École primaire de Waterloo";"883000";"brasseurl@etsb.qc.ca";"www.teacherweb.com/qc/waterlooelementary/schoolhomepage/SDHP1.stm";"7";"Public";"École";"4505390162";"";"(450) 539-0098";"Stairs";"Anne";"Mme.";"Directrice";"17";"J0E2N0";"5, rue Clark Hill";"16";"45.437";"-72.885";"Waterloo";"Non";"Oui";
"888012";"École primaire Dorset";"888000";"";"www.warp9web.com/dorset";"3";"Public";"École";"5144573631";"";"(514) 457-5210";"Piffer";"Susan";"Mme.";"Directrice d'école primaire";"46";"H9X2Z6";"106, rue Dorset";"6";"45.43";"-73.922";"Baie-D'Urfé";"Non";"Oui";
"888081";"École primaire Dorval";"888000";"";"";"3";"Public";"École";"5147980738";"";"(514) 631-9006";"Olhsthorn";"Eric";"M.";"Directeur d'école primaire";"69";"H9S1N3";"1750, avenue Carson";"6";"45.447";"-73.732";"Dorval";"Non";"Oui";
"713022";"École primaire du Transcontinental";"713000";"martinj@csfl.qc.ca";"";"3";"Public";"École";"4188545672";"";"(418) 893-2514";"33";"18";"Mme.";"Directrice";"94";"G0L2B0";"31, rue des Pins Est Case postale 1519";"1";"47.817";"-69.25";"Rivière-Bleue";"Oui";"Non";
"888013";"École primaire Edgewater";"888000";"";"www.lbpsb.qc.ca/%7eedgewater";"3";"Public";"École";"5144534534";"";"(514) 453-9832";"Rivard";"Elizabeth";"Mme.";"Directrice d'école primaire";"119";"J7W3Y5";"220, boulevard Cardinal-Léger";"16";"45.377";"-73.947";"Pincourt";"Non";"Oui";
"723172";"École primaire et secondaire Fréchette";"723000";"poly.frechette@csrsaguenay.qc.ca";"www.csrsaguenay.qc.ca/frechette/Index2.htm";"7";"Public";"École";"4186150090";"";"(418) 272-2086";"8";"Line";"Mme.";"";"33";"G0V1J0";"37, rue St-Jean-Baptiste";"2";"46.819";"-71.969";"L'Anse-STJean";"Oui";"Non";
"888014";"École primaire Evergreen";"888000";"";"";"3";"Public";"École";"5147984445";"";"(450) 458-1564";"O'Reilly";"Kathleen";"Mme.";"Directrice d'école primaire";"111";"J7T2Z9";"2625, rue du Bordelais";"16";"45.434";"-74.153";"STLazare";"Non";"Oui";
"882018";"École Primaire Flemming";"882000";"flemming.admin@essb.qc.ca";"";"3";"Public";"École";"4189622166";"";"(418) 962-9164";"Natalie";"Knott";"Mme.";"Madame";"34";"G4R3P2";"542, avenue Brochu";"9";"50.224";"-66.396";"57";"Non";"Oui";
"888015";"École primaire Forest Hill Junior";"888000";"";"";"3";"Public";"École";"5147980777";"";"(450) 424-3539";"Bray-LeGallais";"Jennifer";"Mme.";"Directrice d'école primaire";"111";"J7T3C2";"1950, rue Chanterel";"16";"45.434";"-74.153";"STLazare";"Non";"Oui";
"888048";"École primaire Forest Hill Senior";"888000";"";"";"2";"Public";"École";"5147985556";"";"(450) 424-2120";"Monette";"35";"Mme.";"Directrice d'école primaire";"111";"J7T3B4";"1449, avenue Bédard";"6";"45.434";"-74.153";"STLazare";"Non";"Oui";
"889005";"École primaire Franklin";"889000";"franklin@csnewfrontiers.qc.ca";"www.rocler.qc.ca/huntacad/fes/index.html";"3";"Public";"École";"4508272505";"";"(450) 827-2506";"Edwards";"Gregg";"M.";"";"43";"J0S1E0";"1410, route 202";"16";"45.013";"-74.112";"Franklin";"Non";"Oui";
"885179";"Ecole primaire Franklin-Hill";"885000";"sbusnardo@swlauriersb.qc.ca";"https://franklinhill.schoolqc.ca/";"3";"Public";"École";"4504700755";"";"(450) 470-9734";"Busnardo";"Sonia";"Mme.";"Directrice";"90";"J5Y4C8";"1111, rue Basile-Routhier";"14";"45.789";"-73.411";"12";"Non";"Oui";
"722210";"École primaire Garnier";"722000";"garnier@cslsj.qc.ca";"www.cslacst-jean.qc.ca/garnier/index.html";"3";"Public";"École";"4186696020";"";"(418) 669-6320";"1";"24";"Mme.";"Directrice";"54";"G0W1Y0";"2750, 2e Avenue Ouest Case postale 160";"2";"46.819";"-71.969";"L'Ascension-de-Notre-Seigneur";"Oui";"Non";
"885170";"École primaire Genesis";"885000";"iagosto@swlauriersb.qc.ca";"https://genesis.schoolqc.ca/";"3";"Public";"École";"4506803035";"";"(450) 629-0458";"Agosto";"Irene";"Mme.";"Directrice";"75";"H7E2J8";"2450, rue Rosemère";"13";"45.624";"-73.686";"2";"Non";"Oui";
"886016";"École primaire Greater Gatineau";"886000";"haward@wqsb.qc.ca";"www.wqsb.qc.ca/Schools/greater_g_fr.htm";"3";"Public";"École";"8196634842";"";"(819) 663-1347";"Link";"Valerie";"Mme.";"Directrice";"20";"J8P3M6";"297, rue Alice";"7";"45.521";"-75.63";"3";"Non";"Oui";
"888016";"École primaire Greendale";"888000";"";"";"3";"Public";"École";"5146267880";"";"(514) 626-7883";"Brayne";"Stephen";"M.";"Directeur";"95";"H9H2E8";"4381, rue King";"6";"45.484";"-73.863";"Pierrefonds";"Non";"Oui";
"885153";"École primaire Grenville";"885000";"grenville@swlauriersb.qc.ca";"www.swlauriersb.qc.ca/schools/grenville/";"3";"Public";"École";"8192422852";"";"(819) 242-3301";"Bennett";"26";"Mme.";"Directrice";"4";"J0V1J0";"184, rue Principale";"15";"45.487";"-73.454";"Grenville";"Non";"Oui";
"889019";"École primaire Harmony";"889000";"harmony@csnewfrontiers.qc.ca";"www.csnewfrontiers.qc.ca/www/harmony/title.htm";"3";"Public";"École";"4506919099";"";"(450) 691-9455";"Seltmann";"Brian";"M.";"Directeur d'école";"23";"J6K5G1";"280, rue Brahms";"16";"45.35";"-73.748";"22";"Non";"Oui";
"889012";"École primaire Hemmingford";"889000";"hemmingford@csnewfrontiers.qc.ca";"";"3";"Public";"École";"4502472022";"";"(450) 247-3440";"Edwards";"Gregg";"M.";"";"43";"J0L1H0";"548, avenue Champlain Est";"16";"45.493";"-73.353";"Hemmingford";"Non";"Oui";
"889008";"Ecole primaire Heritage";"889000";"heritage@csnewfrontiers.qc.ca";"";"3";"Public";"École";"4502645482";"";"(450) 264-3124";"27";"Anick";"Mme.";"";"43";"J0S1H0";"21, rue King";"16";"45.013";"-74.112";"Huntingdon";"Non";"Oui";
"883008";"École primaire Heroes' Memorial";"883000";"murphyma@etsb.qc.ca";"heroesmemorial.etsb.qc.ca/";"7";"Public";"École";"4502631612";"";"(450) 263-2999";"Bell";"Terry";"M.";"Directeur";"17";"J2K2X6";"317, rue Sud";"16";"45.198";"-72.759";"Cowansville";"Non";"Oui";
"881004";"École primaire Holland";"881000";"";"www.cqsb.qc.ca/hes";"3";"Public";"École";"4186817705";"";"(418) 681-8125";"Grégoire";"Frédérick";"M.";"Directeur";"113";"G1S3R2";"940, avenue Ernest Gagnon";"3";"46.91";"-71.193";"1";"Non";"Oui";
"889010";"École primaire Howick";"889000";"howick@csnewfrontiers.qc.ca";"";"3";"Public";"École";"4508252606";"";"(450) 825-2606";"Harvey";"Kevin";"M.";"";"43";"J0S1G0";"5, avenue Lambton";"16";"45.013";"-74.112";"Howick";"Non";"Oui";
"884007";"EPI Greenfield Park";"884000";"";"";"2";"Public";"École";"4506722130";"";"(450) 672-3407";"Trotéchaud";"Clémence";"Mme.";"Directrice";"58";"J4V1Y7";"776, rue Campbell";"16";"45.486";"-73.459";"Greenfield Park";"Non";"Oui";
