"Code d'organisme";"Nom courant";"Nom d'organisme officiel";"Code organisme responsable";"Nom d'organisme responsable";"Adresse de courrier electronique";"Adresse de site WEB";"Direction régionale";"Région administrative";"Ordre d'appartenance";"Réseau d'enseignement";"Type d'organisme";"Numéro de téléphone";"Numéro de poste téléphone";"Numéro de télécopieur";"Numéro - nom de rue et casier postal de l'adresse géographique";"Municipalité de l'adresse géographique";"Province de l'adresse géographique";"Code postal de l'adresse géographique";"Numéro - nom de rue et casier postal de l'adresse postale";"Municipalité de l'adresse postale";"Province de l'adresse postale";"Code postal de l'adresse postale";"Circonscription électorale provinciale";"Code de municipalité ISQ";"Fonction";"Titre de l'intervenant";"Titre court";"Appellation";"Nom du directeur";"Prénom du directeur";"Préscolaire";"Primaire";"Secondaire";"Éducation des adultes";"Formation professionnelle";"Collégial";"Universitaire";"Français";"Anglais";"Autres";
"862144";"École Saint-Jean-Baptiste";"École Saint-Jean-Baptiste";"862000";"CS de Saint-Hyacinthe";"dir.saint-jean-baptiste@cssh.qc.ca";"http://www.cssh.qc.ca/ecoles/st-jean-baptiste/";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 546-2856";"";"(450) 548-5919";"6, rue de l'Église";"Roxton Falls";"Québec";"J0H 1E0";"6, rue de l'Église";"Roxton Falls";"Québec";"J0H 1E0";"Johnson";"48010";"Directeur";"Directrice";"Directrice";"Mme.";"Beauregard";"Nancy";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"864287";"École Saint-Jean-Baptiste";"École Saint-Jean-Baptiste";"864000";"CS Marie-Victorin";"st_jean_baptiste@csmv.qc.ca";"http://educ.csmv.qc.ca/st_jean_baptiste/";"Montérégie";"Montérégie";"Secondaire";"Public";"École";"(450) 679-3990";"";"(450) 679-4323";"700, rue Duvernay";"Longueuil";"Québec";"J4K 4L1";"700, rue Duvernay";"Longueuil";"Québec";"J4K 4L1";"Marie-Victorin";"58227";"Directeur";"Directeur d'école secondaire";"Directeur";"M.";"Gagné";"Bernard";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867040";"École Saint-Jean-Baptiste";"École Saint-Jean-Baptiste";"867000";"CS des Grandes-Seigneuries";"stjeanbaptiste@csdgs.qc.ca";"http://www.csdgs.qc.ca/Internet/040/index.html";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(514) 380-8899";"4401";"(514) 380-9404";"14, rue Rainville";"Châteauguay";"Québec";"J6K 1H6";"14, rue Rainville";"Châteauguay";"Québec";"J6K 1H6";"Châteauguay";"67050";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Allard";"Josée";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762032";"École Saint-Jean-Baptiste-de-la-Salle";"École Saint-Jean-Baptiste-de-la-Salle";"762000";"CS de Montréal";"sjblasalle@csdm.qc.ca";"http://www.csdm.qc.ca/sjbdls/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 596-5130";"";"(514) 596-3437";"2355, boulevard Pie-IX";"Montréal";"Québec";"H1V 2E6";"2355, boulevard Pie-IX";"Montréal";"Québec";"H1V 2E6";"Hochelaga-Maisonneuve";"66023";"Directeur";"Direction";"Dir.";"Mme.";"Bédard";"Andrée";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"853024";"École Saint-Jean-Baptiste";"École Saint-Jean-Baptiste/Sainte-Marie";"853000";"CS des Laurentides";"stjeanbaptiste@cslaurentides.qc.ca";"";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(819) 324-8670";"";"(819) 322-1688";"2580, chemin de l'Église";"Val-David";"Québec";"J0T 2N0";"2580, chemin de l'Église";"Val-David";"Québec";"J0T 2N0";"Bertrand";"78010";"Directeur";"Directrice";"Directrice";"Mme.";"Séguin";"Marie-Claude";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"753022";"École Saint-Jean-Bosco";"École Saint-Jean-Bosco";"753000";"CS des Sommets";"stjbosco@csdessommets.qc.ca";"";"Estrie";"Estrie";"Préscolaire, primaire";"Public";"École";"(819) 847-1610";"12201";"(819) 843-4717";"63, rue Jean-Paul II";"Magog";"Québec";"J1X 1E4";"63, rue Jean-Paul II";"Magog";"Québec";"J1X 1E4";"Orford";"45072";"Directeur";"";"";"M.";"Demers";"Yvan";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"772016";"École Saint-Jean-Bosco";"École Saint-Jean-Bosco";"772000";"CS des Portages-de-l'Outaouais";"ecole.st-jean-bosco@cspo.qc.ca";"";"Outaouais";"Outaouais";"Préscolaire, primaire, secondaire";"Public";"École";"(819) 777-8662";"";"(819) 777-1594";"71, rue Saint-Jean-Bosco";"Gatineau";"Québec";"J8Y 3G5";"71, rue Saint-Jean-Bosco";"Gatineau";"Québec";"J8Y 3G5";"Hull";"81017";"Directeur";"Directrice";"Directrice";"Mme.";"Corneau";"Nadia";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"861058";"École Saint-Jean-Bosco";"École Saint-Jean-Bosco";"861000";"CS de Sorel-Tracy";"ecole.stjbosco@cs-soreltracy.qc.ca";"http://www.cs-soreltracy.qc.ca/stjbosco/Ecole/";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 743-6334";"";"(450) 743-0404";"2425, boulevard Cournoyer";"Sorel-Tracy";"Québec";"J3R 2N3";"2425, boulevard Cournoyer";"Sorel-Tracy";"Québec";"J3R 2N3";"Richelieu";"53052";"Directeur";"Directrice de l'École Saint-Jean-Bosco";"Directrice";"Mme.";"Harper";"Louise";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"724035";"École Saint-Jean-de-Bégin";"École Saint-Jean-de-Bégin";"724000";"CS De La Jonquière";"saint-jean@csjonquiere.qc.ca";"";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 672-4704";"2625";"(418) 672-2191";"108, rue Tremblay";"Bégin";"Québec";"G0V 1B0";"108, rue Tremblay";"Bégin";"Québec";"G0V 1B0";"Dubuc";"94250";"Directeur";"";"Directeur";"M.";"Boulianne";"François";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762064";"École Saint-Jean-de-Brébeuf";"École Saint-Jean-de-Brébeuf";"762000";"CS de Montréal";"stjbrebeuf@csdm.qc.ca";"http://www.csdm.qc.ca/stjbrebeuf/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 596-5122";"";"(514) 596-7956";"2870, rue Dandurand";"Montréal";"Québec";"H1Y 1T5";"2870, rue Dandurand";"Montréal";"Québec";"H1Y 1T5";"Gouin";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Lefebvre";"Caroline";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"773019";"École Saint-Jean-de-Brébeuf";"École Saint-Jean-de-Brébeuf";"773000";"CS au Coeur-des-Vallées";"eco019@cscv.qc.ca";"http://www.cscv.qc.ca/sjb/";"Outaouais";"Outaouais";"Préscolaire, primaire";"Public";"École";"(819) 986-5100";"";"(819) 986-2150";"32, Chemin de Montréal Est";"Gatineau";"Québec";"J8M 1E9";"32, Chemin de Montréal Est";"Gatineau";"Québec";"J8M 1E9";"Papineau";"81017";"Directeur";"Directrice d'école";"Directrice d'école";"Mme.";"Bouchard";"Julie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762058";"École Saint-Jean-de-la-Lande";"École Saint-Jean-de-la-Lande";"762000";"CS de Montréal";"stjlande@csdm.qc.ca";"http://www.csdm.qc.ca/SJdelaLande/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 596-5007";"";"(514) 596-7754";"3120, avenue Laurier Est";"Montréal";"Québec";"H1Y 1Z6";"3120, avenue Laurier Est";"Montréal";"Québec";"H1Y 1Z6";"Rosemont";"66023";"Directeur";"Directeur";"Dir.";"M.";"Garneau";"Stéphane";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762167";"École Saint-Jean-de-Matha";"École Saint-Jean-de-Matha";"762000";"CS de Montréal";"stjmatha@csdm.qc.ca";"http://www.csdm.qc.ca/stjmatha/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 732-1460";"";"(514) 732-1457";"6970, rue Dumas";"Montréal";"Québec";"H4E 3A3";"6970, rue Dumas";"Montréal";"Québec";"H4E 3A3";"Saint-Henri--Sainte-Anne";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Binet";"Marie-Christine";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"873047";"École Saint-Jean et Sainte-Jeanne d'Arc";"École Saint-Jean et Sainte-Jeanne d'Arc";"873000";"CS des Chênes";"direction.wickham@csdeschenes.qc.ca";"http://saint-jean.csdc.qc.ca/";"Mauricie Centre-du-Québec";"Centre-du-Québec";"Préscolaire, primaire";"Public";"École";"(819) 850-1647";"";"(819) 850-1677";"887, rue Principale";"Wickham";"Québec";"J0C 1S0";"887, rue Principale";"Wickham";"Québec";"J0C 1S0";"Johnson";"49040";"Directeur";"Directrice";"Directrice";"Mme.";"Béland";"Maryse";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"762029";"École Saint-Jean-Vianney";"École Saint-Jean-Vianney";"762000";"CS de Montréal";"stjvianney@csdm.qc.ca";"http://www.csdm.qc.ca/stjvianney";"Montréal";"Montréal";"Primaire";"Public";"École";"(514) 596-5055";"";"(514) 529-1810";"6455, 27e Avenue";"Montréal";"Québec";"H1T 3J8";"6455, 27e Avenue";"Montréal";"Québec";"H1T 3J8";"Rosemont";"66023";"Directeur";"Directrice";"Dir.";"Mme.";"Doré";"Emmanuelle";"Non";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"841106";"École Saint-Joachim";"École Saint-Joachim";"841000";"CS des Affluents";"saint-joachim@csaffluents.qc.ca";"";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 492-3609";"1106";"(450) 478-8344";"10521, rue Villeneuve";"Terrebonne";"Québec";"J7M 1S8";"10521, rue Villeneuve";"Terrebonne";"Québec";"J7M 1S8";"Masson";"64008";"Directeur";"Directrice";"";"Mme.";"Chapleau";"Stéphanie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"884001";"École Saint-Johns";"École Saint-Johns";"884000";"CS Riverside";"";"";"Montérégie";"Montérégie";"Préscolaire, primaire, secondaire";"Public";"École";"(450) 348-4191";"";"(450) 348-8208";"380, rue Saint-Michel";"Saint-Jean-sur-Richelieu";"Québec";"J3B 1T4";"380, rue Saint-Michel";"Saint-Jean-sur-Richelieu";"Québec";"J3B 1T4";"Saint-Jean";"56083";"Directeur";"Directeur";"Directeur";"M.";"Mahoney";"Timothy";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
"689017";"École Saint-Joseph";"École Saint-Joseph";"689000";"CS du Littoral";"stjoseph@csdulittoral.qc.ca";"";"Côte-Nord";"Côte-Nord";"Préscolaire, primaire, secondaire";"Public";"École";"(418) 535-0137";"";"(418) 535-0297";"Port-Menier";"L'Île-d'Anticosti";"Québec";"G0G 2Y0";"Port-Menier";"L'Île-d'Anticosti";"Québec";"G0G 2Y0";"Duplessis";"98020";"Directeur";"";"";"M.";"Larivée";"Martin";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"722107";"École Saint-Joseph";"École Saint-Joseph";"722000";"CS du Lac-Saint-Jean";"st-josephalma@cslsj.qc.ca";"www.cslacst-jean.qc.ca/joseph/index.htm";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 669-6017";"";"(418) 669-6317";"355, avenue des étudiants";"Alma";"Québec";"G8B 3H1";"355, avenue des étudiants";"Alma";"Québec";"G8B 3H1";"Lac-Saint-Jean";"93042";"Directeur";"Directrice";"";"Mme.";"Bonneau";"Stéphanie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"722242";"École Saint-Joseph";"École Saint-Joseph";"722000";"CS du Lac-Saint-Jean";"st-josephheb@cslsj.qc.ca";"www.cslacst-jean.qc.ca/stjoheb/index.htm";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 669-6032";"";"(418) 669-6332";"236, rue Hébert";"Hébertville";"Québec";"G8N 1P4";"236, rue Hébert";"Hébertville";"Québec";"G8N 1P4";"Lac-Saint-Jean";"93020";"Directeur";"Directeur";"";"M.";"Simard";"René";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"723135";"École Saint-Joseph";"École Saint-Joseph";"723000";"CS des Rives-du-Saguenay";"saint-joseph@csrsaguenay.qc.ca";"www.csrsaguenay.qc.ca/stjoseph/index.htm";"Saguenay  Lac-Saint-Jean";"Saguenay--Lac-Saint-Jean";"Préscolaire, primaire";"Public";"École";"(418) 544-6822";"";"(418) 544-6587";"3300, rue Prince-Albert";"Saguenay";"Québec";"G7B 3R6";"3300, rue Prince-Albert";"Saguenay";"Québec";"G7B 3R6";"Dubuc";"94068";"Directeur";"Directrice";"";"Mme.";"Desmeules";"Astrid";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"761037";"École Saint-Joseph";"École Saint-Joseph";"761000";"CS de la Pointe-de-l'Île";"st-joseph-dir@cspi.qc.ca";"http://www.cspi.qc.ca/stj/";"Montréal";"Montréal";"Préscolaire, primaire";"Public";"École";"(514) 351-1360";"";"(514) 351-8720";"7725, avenue Des Ormeaux";"Montréal";"Québec";"H1K 2Y2";"7725, avenue Des Ormeaux";"Montréal";"Québec";"H1K 2Y2";"Anjou--Louis-Riel";"66023";"Directeur";"Directrice";"Directrice";"Mme.";"Brais";"France";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"781053";"École Saint-Joseph";"École Saint-Joseph";"781000";"CS du Lac-Témiscamingue";"ecole.notre-dame-du-nord@cslactem.qc.ca";"";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Préscolaire, primaire";"Public";"École";"(819) 723-2173";"";"(819) 723-2562";"12, rue Beauséjour";"Notre-Dame-du-Nord";"Québec";"J0Z 3B0";"12, rue Beauséjour Case postale 218";"Notre-Dame-du-Nord";"Québec";"J0Z 3B0";"Rouyn-Noranda--Témiscamingue";"85090";"Directeur";"Directrice";"Directeur";"Mme.";"Perron";"Mélanie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"783008";"École Saint-Joseph";"École Saint-Joseph";"783000";"CS Harricana";"st.joseph@csharricana.qc.ca";"http://www.csharricana.qc.ca/primaire/stjoseph/index.html";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Préscolaire, primaire";"Public";"École";"(819) 732-4226";"";"(819) 732-1601";"332, 1re Rue Est";"Amos";"Québec";"J9T 2G5";"332, 1re Rue Est";"Amos";"Québec";"J9T 2G5";"Abitibi-Ouest";"88055";"Directeur";"Directrice";"Directrice";"Mme.";"Roy";"Andrée";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"784011";"École Saint-Joseph";"École Saint-Joseph";"784000";"CS de l'Or-et-des-Bois";"";"";"Abit.-Témisc. Nord-du-Québec";"Abitibi-Témiscamingue";"Préscolaire, primaire";"Public";"École";"(819) 825-5484";"102";"(819) 825-5486";"94, rue Allard";"Val-d'Or";"Québec";"J9P 2Y1";"94, rue Allard";"Val-d'Or";"Québec";"J9P 2Y1";"Abitibi-Est";"89008";"Directeur";"Directrice";"Directrice";"Mme.";"Bell";"Marny";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"791018";"École Saint-Joseph";"École Saint-Joseph";"791000";"CS de l'Estuaire";"diane.pardiac@csestuaire.qc.ca";"http://www.csestuaire.qc.ca/ecole_saint_joseph.htm";"Côte-Nord";"Côte-Nord";"Préscolaire, primaire, secondaire";"Public";"École";"(418) 939-2245";"";"(418) 296-2201";"1, rue Saint-Joseph";"Baie-Trinité";"Québec";"G0H 1A0";"1, rue Saint-Joseph Case postale 160";"Baie-Trinité";"Québec";"G0H 1A0";"René-Lévesque";"96005";"Directeur";"Directrice";"Directrice";"Mme.";"Pardiac";"Diane";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"791037";"École Saint-Joseph";"École Saint-Joseph";"791000";"CS de l'Estuaire";"jean-françois.lanoue@csestuaire.qc.ca";"http://www.csestuaire.qc.ca/ecole_saint_josepht.htm";"Côte-Nord";"Côte-Nord";"Préscolaire, primaire";"Public";"École";"(418) 235-4464";"";"(418) 233-3851";"186, rue de l'Église";"Tadoussac";"Québec";"G0T 2A0";"186, rue de l'Église";"Tadoussac";"Québec";"G0T 2A0";"René-Lévesque";"95005";"Directeur";"Directeur";"Directeur";"M.";"Lanoue";"Jean-François";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"813015";"École Saint-Joseph";"École Saint-Joseph";"813000";"CS René-Lévesque";"saint-joseph@csrl.net";"http://www.csrl.qc.ca";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Préscolaire, primaire";"Public";"École";"(418) 689-2181";"1200";"(418) 689-1995";"183, rue Commerciale Ouest";"Chandler";"Québec";"G0C 1K0";"183, rue Commerciale Ouest Case postale 1420";"Chandler";"Québec";"G0C 1K0";"Bonaventure";"02028";"Directeur";"Directrice";"Dir.";"Mme.";"Chouinard";"Annie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"821174";"École Saint-Joseph";"École Saint-Joseph";"821000";"CS de la Côte-du-Sud";"st-joseph@cscotesud.qc.ca";"www.cscotesud.qc.ca/section/etablissement/primaire/pole07/174_stjoseph.html";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 356-3161";"";"(418) 598-2237";"58, rue du Collège";"Saint-Pamphile";"Québec";"G0R 3X0";"58, rue du Collège";"Saint-Pamphile";"Québec";"G0R 3X0";"Côte-du-Sud";"17010";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Robitaille";"Dianne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"824028";"École Saint-Joseph";"École Saint-Joseph";"824000";"CS des Navigateurs";"st-joseph@csnavigateurs.qc.ca";"https://www.csdn.qc.ca/Ecole_Saint-Joseph_-_Site_Web/Accueil.html";"Capit.-Nation. et Chaud.-App.";"Chaudière-Appalaches";"Préscolaire, primaire";"Public";"École";"(418) 838-8562";"";"(418) 838-8577";"295, rue Saint-Joseph";"Lévis";"Québec";"G6V 1G3";"295, rue Saint-Joseph";"Lévis";"Québec";"G6V 1G3";"Lévis";"25213";"Directeur";"Directrice";"Directrice";"Mme.";"Turgeon";"Sophie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"842089";"École Saint-Joseph";"École Saint-Joseph";"842000";"CS des Samares";"stjoseph@cssamares.qc.ca";"www.cssamares.qc.ca";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 758-3731";"";"(450) 755-7093";"740, rue Principale";"Saint-Liguori";"Québec";"J0K 2X0";"740, rue Principale";"Saint-Liguori";"Québec";"J0K 2X0";"Joliette";"63065";"Directeur";"Directrice";"DIR";"Mme.";"L'Écuyer";"Johanne";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"852012";"École Saint-Joseph";"École Saint-Joseph";"852000";"CS de la Rivière-du-Nord";"";"http://www.csrdn.qc.ca/ecole2.asp?ID=288";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(450) 438-3981";"";"(450) 438-1316";"616, rue Saint-Georges";"Saint-Jérôme";"Québec";"J7Z 5B9";"616, rue Saint-Georges";"Saint-Jérôme";"Québec";"J7Z 5B9";"Saint-Jérôme";"75017";"Directeur";"Directeur adjoint";"Directeur adjoint";"M.";"Rochette";"Raymond";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"853019";"École Saint-Joseph";"École Saint-Joseph";"853000";"CS des Laurentides";"stjoseph@cslaurentides.qc.ca";"http://www.cslaurentides.qc.ca/Ecole/stjoseph/accueil.htm";"Laval Laurentides Lanaudière";"Laurentides";"Préscolaire, primaire";"Public";"École";"(450) 240-6223";"";"(450) 229-3006";"491, chemin Pierre-Péladeau";"Sainte-Adèle";"Québec";"J8B 1Z3";"491, chemin Pierre-Péladeau";"Sainte-Adèle";"Québec";"J8B 1Z3";"Bertrand";"77022";"Directeur";"Directeur";"Directeur";"M.";"Descôteaux";"Daniel";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"863046";"École Saint-Joseph";"École Saint-Joseph";"863000";"CS des Hautes-Rivières";"epstjosephlacolle@csdhr.qc.ca";"http://lacolle.e.csdhr.qc.ca";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 515-8050";"";"(450) 246-4227";"3, rue du Collège";"Lacolle";"Québec";"J0J 1J0";"3, rue du Collège";"Lacolle";"Québec";"J0J 1J0";"Huntingdon";"56023";"Directeur";"Directrice";"";"Mme.";"Bourbeau";"Julie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"864050";"École Saint-Joseph";"École Saint-Joseph";"864000";"CS Marie-Victorin";"saint_joseph@csmv.qc.ca";"";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 678-2781";"";"(450) 678-1507";"3855, boulevard Grande-Allée (Saint-Hubert)";"Longueuil";"Québec";"J4T 2V8";"3855, boulevard Grande-Allée (Saint-Hubert)";"Longueuil";"Québec";"J4T 2V8";"Laporte";"58227";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Nadeau";"Christine";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"866012";"École Saint-Joseph";"École Saint-Joseph";"866000";"CS du Val-des-Cerfs";"p012@csvdc.qc.ca";"www.st-joseph.csvdc.qc.ca";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 372-7767";"";"(450) 375-4826";"254, rue Laurier";"Granby";"Québec";"J2G 5K8";"254, rue Laurier";"Granby";"Québec";"J2G 5K8";"Granby";"47017";"Directeur";"Directrice d'école";"Directrice d'école";"Mme.";"Parent";"Louise";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"866026";"École Saint-Joseph";"École Saint-Joseph";"866000";"CS du Val-des-Cerfs";"p026@csvdc.qc.ca";"www.nds.csvdc.qc.ca";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 296-4325";"";"(450) 296-4019";"1043, rue Principale";"Notre-Dame-de-Stanbridge";"Québec";"J0J 1M0";"1043, rue Principale";"Notre-Dame-de-Stanbridge";"Québec";"J0J 1M0";"Brome-Missisquoi";"46100";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Sénécal";"Sophie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"867054";"École Saint-Joseph";"École Saint-Joseph";"867000";"CS des Grandes-Seigneuries";"stjosephchateau@csdgs.qc.ca";"http://www.csdgs.qc.ca/INTERNET/054/Index.htm";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(514) 380-8899";"4541";"(450) 698-0786";"13, rue de l'Église";"Mercier";"Québec";"J6R 2K8";"13, rue de l'Église";"Mercier";"Québec";"J6R 2K8";"Châteauguay";"67045";"Directeur";"Directrice d'école";"Directrice";"Mme.";"Ouimet";"Lina";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"873014";"École Saint-Joseph";"École Saint-Joseph";"873000";"CS des Chênes";"direction.stjoseph@csdeschenes.qc.ca";"http://saint-joseph.csdc.qc.ca/";"Mauricie Centre-du-Québec";"Centre-du-Québec";"Préscolaire, primaire";"Public";"École";"(819) 474-0714";"";"(819) 474-0818";"180, rue Saint-Albert";"Drummondville";"Québec";"J2B 2A9";"180, rue Saint-Albert";"Drummondville";"Québec";"J2B 2A9";"Johnson";"49058";"Directeur";"Directrice";"Directrice";"Mme.";"Grisé";"Julie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"812036";"École Saint-Joseph-Alban";"École Saint-Joseph-Alban";"812000";"CS des Chic-Chocs";"st-joseph-alban@cschic-chocs.net";"www.cschic-chocs.net";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Préscolaire, primaire";"Public";"École";"(418) 892-5311";"3600";"(418) 368-6102";"615, boulevard du Griffon Anse-au-Griffon";"Gaspé";"Québec";"G4X 6A5";"615, boulevard Griffon Case postale 9";"Gaspé";"Québec";"G4X 6A5";"Gaspé";"03005";"Directeur";"Directeur d'école";"Directeur d'école";"M.";"Côté";"Stéphane";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"868021";"École Saint-Joseph-Artisan";"École Saint-Joseph-Artisan";"868000";"CS de la Vallée-des-Tisserands";"st-joseph.artisan@csvt.qc.ca";"www.csvt.qc.ca/sj-artisan/depart.htm";"Montérégie";"Montérégie";"Préscolaire, primaire";"Public";"École";"(450) 373-7431";"2100";"(450) 373-5499";"65, rue Meloche";"Salaberry-de-Valleyfield";"Québec";"J6S 1H7";"65, rue Meloche";"Salaberry-de-Valleyfield";"Québec";"J6S 1H7";"Beauharnois";"70052";"Directeur";"Directrice";"";"Mme.";"Lepage";"Suzie";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"842005";"Pavillon Saint-Joseph";"École Saint-Joseph - Sainte-Geneviève - Maternelle Sainte-Geneviève";"842000";"CS des Samares";"saint-joseph.005@cssamares.qc.ca";"www.cssamares.qc.ca";"Laval Laurentides Lanaudière";"Lanaudière";"Préscolaire, primaire";"Public";"École";"(450) 758-3580";"";"(450) 836-0751";"770, rue Saint-Viateur";"Berthierville";"Québec";"J0K 1A0";"770, rue Saint-Viateur";"Berthierville";"Québec";"J0K 1A0";"Berthier";"52035";"Directeur";"Directeur d'école";"DIR";"M.";"Thériault";"Pierre";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";
"882017";"École Saint-Joseph-Saint-Patrick";"École Saint-Joseph-Saint-Patrick";"882000";"CS Eastern Shores";"jane.bradbury@essb.qc.ca";"";"Bas-St-Laurent Gasp. Île-Mad.";"Gaspésie--Îles-de-la-Madeleine";"Préscolaire, primaire";"Public";"École";"(418) 689-5905";"";"(418) 689-1995";"183, rue Commerciale";"Chandler";"Québec";"G0C 1K0";"183, rue Commerciale Case postale 3130";"Chandler";"Québec";"G0C 1K0";"Bonaventure";"02028";"Directeur";"";"Directrice";"Mme.";"Bradbury";"Jane";"Oui";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";
